month,category,monthly_income,prev_month_expense,savings_rate,expense_ratio,safe_spending_limit
2,Travel,53341,7689.4,0.8558,0.1442,38049.78
12,Food,475354,86279.84,0.8185,0.1815,346001.32
9,Medical,149400,3900.95,0.9739,0.0261,99399.82
3,Entertainment,397144,13172.01,0.9668,0.0332,263294.85
2,Shopping,493639,48977.51,0.9008,0.0992,330014.43
11,Shopping,39812,7387.65,0.8144,0.1856,27520.69
2,Travel,18613,1255.5,0.9325,0.0675,13399.85
12,Bills,67611,5686.54,0.9159,0.0841,51462.41
10,Groceries,150194,18109.23,0.8794,0.1206,109329.74
4,Shopping,41883,5229.76,0.8751,0.1249,27384.46
7,Investment,28374,5716.74,0.7985,0.2015,19057.05
12,Entertainment,182688,15107.55,0.9173,0.0827,136360.77
7,Shopping,44202,5026.23,0.8863,0.1137,29600.13
3,Bills,36150,2898.03,0.9198,0.0802,25608.73
2,Bills,307113,15498.77,0.9495,0.0505,215899.68
7,Travel,233337,15285.38,0.9345,0.0655,152771.44
12,Medical,323566,35232.12,0.8911,0.1089,235960.4
8,Entertainment,322294,7624.86,0.9763,0.0237,220230.67
10,Medical,16165,787.91,0.9513,0.0487,11678.17
4,Travel,36632,5625.59,0.8464,0.1536,24676.97
3,Travel,20331,3568.01,0.8245,0.1755,14523.79
11,Food,16539,3872.16,0.7659,0.2341,12205.81
10,Bills,27063,4725.45,0.8254,0.1746,18945.99
12,Shopping,218609,40635.53,0.8141,0.1859,162087.17
3,Entertainment,437997,9180.45,0.979,0.021,308636.09
10,Investment,372996,85220.76,0.7715,0.2285,271924.63
9,Food,282393,13926.26,0.9507,0.0493,196043.39
9,Travel,42791,4474.41,0.8954,0.1046,30741.07
3,Bills,34054,4308.54,0.8735,0.1265,22684.55
1,Investment,18003,6492.25,0.6394,0.3606,12356.05
8,Rent,42336,10228.23,0.7584,0.2416,29658.75
6,Food,15612,1494.03,0.9043,0.0957,11147.76
11,Medical,78712,1935.0,0.9754,0.0246,57640.68
12,Groceries,47885,7137.62,0.8509,0.1491,35724.85
11,Rent,314127,103876.81,0.6693,0.3307,222332.8
7,Food,25421,3388.65,0.8667,0.1333,17446.28
11,Medical,84836,6080.69,0.9283,0.0717,59453.02
10,Food,45281,5651.4,0.8752,0.1248,32868.99
1,Travel,24977,789.69,0.9684,0.0316,17120.85
8,Groceries,197521,23778.78,0.8796,0.1204,136479.94
11,Food,90360,19800.76,0.7809,0.2191,66522.9
9,Groceries,385838,25958.19,0.9327,0.0673,274103.32
12,Medical,97821,4152.59,0.9575,0.0425,69639.64
5,Food,77220,13640.43,0.8234,0.1766,51137.61
3,Medical,164932,7996.64,0.9515,0.0485,108859.9
3,Groceries,105478,11189.27,0.8939,0.1061,73141.38
7,Shopping,64052,4995.22,0.922,0.078,44606.49
9,Entertainment,49450,2474.84,0.95,0.05,34769.01
10,Bills,24461,2822.21,0.8846,0.1154,16890.02
6,Groceries,16460,2504.35,0.8479,0.1521,11376.13
2,Groceries,142722,19876.18,0.8607,0.1393,96204.82
11,Travel,176836,10004.5,0.9434,0.0566,119272.36
6,Groceries,336422,34171.25,0.8984,0.1016,218781.3
10,Bills,154392,14987.2,0.9029,0.0971,114618.34
11,Investment,81659,33843.95,0.5855,0.4145,58892.76
6,Groceries,22549,2864.73,0.873,0.127,15981.35
5,Bills,99832,4796.86,0.952,0.048,66319.46
7,Entertainment,200926,4731.45,0.9765,0.0235,142499.72
3,Food,64062,8736.22,0.8636,0.1364,42479.09
7,Entertainment,19387,935.45,0.9517,0.0483,13405.52
4,Travel,106605,12979.83,0.8782,0.1218,76636.31
3,Shopping,115529,7092.6,0.9386,0.0614,79278.64
1,Entertainment,52152,4154.03,0.9203,0.0797,35506.28
9,Rent,390452,81340.33,0.7917,0.2083,275754.58
9,Shopping,97722,5686.39,0.9418,0.0582,64560.81
9,Investment,20905,7756.51,0.629,0.371,14406.12
7,Entertainment,206419,11258.26,0.9455,0.0545,148383.09
12,Bills,154685,18170.85,0.8825,0.1175,113723.22
11,Shopping,388297,35816.11,0.9078,0.0922,283213.14
11,Bills,160896,17126.77,0.8936,0.1064,118052.15
11,Food,41262,4847.6,0.8825,0.1175,28408.82
8,Groceries,16445,1791.78,0.891,0.109,11019.85
12,Food,19369,2094.86,0.8918,0.1082,13864.93
3,Travel,57428,3354.17,0.9416,0.0584,40979.58
5,Investment,79253,7183.19,0.9094,0.0906,54624.38
11,Shopping,116114,8865.77,0.9236,0.0764,83132.66
12,Investment,95534,11528.96,0.8793,0.1207,72280.72
10,Shopping,21486,3553.9,0.8346,0.1654,15802.47
11,Groceries,32650,6808.5,0.7915,0.2085,24044.39
2,Rent,422894,121393.08,0.7129,0.2871,288325.78
11,Medical,28191,3311.58,0.8825,0.1175,19762.54
6,Bills,85395,7346.8,0.914,0.086,56354.89
9,Bills,22282,2796.65,0.8745,0.1255,15455.03
3,Rent,21676,8173.2,0.6229,0.3771,15291.59
4,Food,464945,32859.69,0.9293,0.0707,308772.07
1,Medical,17288,916.63,0.947,0.053,12275.97
11,Shopping,245910,23389.94,0.9049,0.0951,171365.72
4,Medical,15761,1064.48,0.9325,0.0675,11347.76
6,Food,16212,3481.09,0.7853,0.2147,11644.48
5,Investment,50138,12464.94,0.7514,0.2486,34279.45
10,Entertainment,361568,12684.13,0.9649,0.0351,272122.88
1,Investment,96022,15966.73,0.8337,0.1663,68292.08
4,Bills,56140,2693.49,0.952,0.048,38458.09
3,Rent,23577,6826.33,0.7105,0.2895,16445.17
12,Travel,46605,11335.94,0.7568,0.2432,35379.05
8,Entertainment,15156,1141.44,0.9247,0.0753,10001.14
8,Shopping,26811,1703.32,0.9365,0.0635,17467.93
11,Medical,21419,1199.52,0.944,0.056,15050.67
1,Rent,62059,15581.53,0.7489,0.2511,43325.29
9,Medical,387078,11056.06,0.9714,0.0286,268965.72
4,Entertainment,31243,1736.7,0.9444,0.0556,22477.27
9,Investment,21942,3096.69,0.8589,0.1411,15197.94
10,Rent,20984,6040.3,0.7121,0.2879,14980.66
8,Travel,28245,4623.06,0.8363,0.1637,20185.5
8,Medical,151213,3272.42,0.9784,0.0216,98354.26
2,Investment,22236,4283.78,0.8073,0.1927,15057.28
11,Groceries,36085,7684.83,0.787,0.213,25378.55
10,Shopping,395838,17294.22,0.9563,0.0437,283249.16
10,Food,38924,7198.55,0.8151,0.1849,26792.11
3,Bills,41553,2367.98,0.943,0.057,28630.63
9,Medical,48677,5538.74,0.8862,0.1138,33779.06
4,Travel,225421,34692.59,0.8461,0.1539,157651.76
4,Groceries,122324,10582.51,0.9135,0.0865,82874.14
6,Medical,119701,5204.45,0.9565,0.0435,78172.45
4,Bills,318642,19975.68,0.9373,0.0627,213558.91
10,Groceries,37361,7874.56,0.7892,0.2108,27368.39
4,Bills,15859,1438.74,0.9093,0.0907,10507.56
12,Food,158281,15576.38,0.9016,0.0984,111151.85
6,Rent,134829,24125.65,0.8211,0.1789,91493.94
11,Rent,41297,20512.39,0.5033,0.4967,30087.51
2,Entertainment,37630,2019.85,0.9463,0.0537,25736.87
7,Travel,32106,1110.43,0.9654,0.0346,22048.26
9,Groceries,22506,2509.64,0.8885,0.1115,15207.95
2,Shopping,112913,9093.02,0.9195,0.0805,77651.59
2,Groceries,64958,9713.15,0.8505,0.1495,44717.24
2,Rent,144263,37570.02,0.7396,0.2604,98084.39
3,Travel,262085,54061.98,0.7937,0.2063,176309.36
10,Entertainment,38178,3838.68,0.8995,0.1005,27838.68
11,Medical,18668,2381.25,0.8724,0.1276,12953.73
7,Shopping,56439,6318.93,0.888,0.112,40546.79
12,Bills,442990,24592.73,0.9445,0.0555,308036.31
9,Medical,175144,3231.89,0.9815,0.0185,121296.6
8,Travel,43006,5577.42,0.8703,0.1297,28621.35
10,Food,85803,10660.57,0.8758,0.1242,63067.37
11,Food,45944,9577.79,0.7915,0.2085,33494.55
8,Shopping,31400,3053.37,0.9028,0.0972,20654.9
8,Travel,166714,8070.76,0.9516,0.0484,111455.56
9,Investment,20860,6204.17,0.7026,0.2974,14969.59
4,Groceries,331503,30990.34,0.9065,0.0935,221677.56
7,Travel,97484,5867.84,0.9398,0.0602,65259.02
3,Food,428054,79888.92,0.8134,0.1866,307851.8
4,Food,464093,60967.61,0.8686,0.1314,305634.34
3,Travel,171111,16676.46,0.9025,0.0975,119222.42
12,Rent,15806,5381.29,0.6595,0.3405,11005.08
2,Bills,17871,1661.19,0.907,0.093,12656.64
5,Shopping,36721,4573.06,0.8755,0.1245,25886.5
6,Rent,27100,10078.15,0.6281,0.3719,17724.71
2,Groceries,432368,36357.88,0.9159,0.0841,309874.78
2,Food,33100,5933.18,0.8207,0.1793,22743.62
1,Food,102530,13832.79,0.8651,0.1349,71122.01
7,Medical,37256,3678.27,0.9013,0.0987,25955.87
6,Travel,91632,7870.54,0.9141,0.0859,61626.86
5,Investment,17831,2850.57,0.8401,0.1599,11779.91
1,Bills,33665,4092.88,0.8784,0.1216,23196.75
2,Rent,19530,5910.28,0.6974,0.3026,13797.75
12,Groceries,48531,5548.61,0.8857,0.1143,33556.45
2,Bills,162051,11378.06,0.9298,0.0702,105409.22
7,Investment,89963,26472.35,0.7057,0.2943,59319.92
11,Bills,35124,1882.84,0.9464,0.0536,25091.73
6,Entertainment,48977,3695.8,0.9245,0.0755,34518.42
3,Shopping,493159,32625.84,0.9338,0.0662,349089.46
6,Bills,85924,5322.85,0.9381,0.0619,56322.77
6,Investment,207630,14181.85,0.9317,0.0683,143644.64
11,Rent,19049,5208.03,0.7266,0.2734,13729.84
1,Bills,168496,13299.2,0.9211,0.0789,110462.52
5,Bills,213168,15404.42,0.9277,0.0723,152822.01
6,Medical,72142,1481.26,0.9795,0.0205,47655.63
10,Shopping,21967,5559.14,0.7469,0.2531,15676.76
6,Investment,92918,13701.41,0.8525,0.1475,64018.56
2,Bills,22051,1568.82,0.9289,0.0711,14404.52
11,Rent,16697,7075.53,0.5762,0.4238,12581.62
10,Medical,187694,16328.84,0.913,0.087,139848.27
5,Groceries,20656,3287.4,0.8409,0.1591,14689.68
2,Groceries,109113,8920.85,0.9182,0.0818,71160.19
8,Food,188665,20759.16,0.89,0.11,127963.36
11,Investment,236967,30080.74,0.8731,0.1269,163875.89
9,Entertainment,189163,13509.8,0.9286,0.0714,124756.72
9,Rent,70913,18159.86,0.7439,0.2561,47420.52
3,Travel,16736,623.43,0.9627,0.0373,11170.63
8,Groceries,58819,6720.47,0.8857,0.1143,41156.35
11,Investment,42123,6208.94,0.8526,0.1474,29685.91
11,Travel,231486,40154.79,0.8265,0.1735,169059.31
11,Food,23781,2888.97,0.8785,0.1215,17813.88
6,Medical,193567,12317.17,0.9364,0.0636,130956.06
9,Groceries,153195,9374.61,0.9388,0.0612,107319.97
6,Groceries,93709,12838.38,0.863,0.137,63075.74
2,Bills,20537,2841.15,0.8617,0.1383,14262.79
4,Entertainment,51006,1605.51,0.9685,0.0315,36717.76
12,Bills,425686,37227.38,0.9125,0.0875,315676.57
11,Food,179287,31190.74,0.826,0.174,132887.75
10,Bills,27896,3107.43,0.8886,0.1114,20643.66
11,Investment,31130,5911.68,0.8101,0.1899,21483.56
2,Rent,273963,84640.34,0.6911,0.3089,186017.28
5,Investment,19303,5075.37,0.7371,0.2629,13418.11
8,Travel,428641,55818.72,0.8698,0.1302,304235.04
4,Travel,183950,7358.03,0.96,0.04,128144.3
12,Travel,86185,7270.38,0.9156,0.0844,63754.45
4,Medical,18430,432.16,0.9766,0.0234,13219.56
3,Investment,25450,2556.48,0.8995,0.1005,17284.76
11,Groceries,60712,14083.52,0.768,0.232,42931.08
2,Food,24559,2509.52,0.8978,0.1022,17431.89
5,Medical,102568,6338.11,0.9382,0.0618,68513.25
11,Travel,21948,2596.58,0.8817,0.1183,16090.17
8,Shopping,59303,3726.81,0.9372,0.0628,42132.14
11,Rent,113129,33679.06,0.7023,0.2977,84787.87
6,Bills,32824,2712.84,0.9174,0.0826,22510.51
4,Shopping,37974,4599.17,0.8789,0.1211,25867.33
6,Groceries,96038,15930.79,0.8341,0.1659,62800.91
8,Medical,86518,3044.29,0.9648,0.0352,57146.46
8,Investment,52100,10718.03,0.7943,0.2057,36381.97
2,Medical,220819,6854.37,0.969,0.031,151999.62
2,Investment,172821,19184.29,0.889,0.111,116371.39
11,Shopping,95003,10070.78,0.894,0.106,69621.95
6,Rent,26794,8133.35,0.6964,0.3036,18244.25
8,Bills,319609,29851.04,0.9066,0.0934,214849.06
9,Investment,167641,18484.3,0.8897,0.1103,118190.09
1,Investment,33044,10843.64,0.6718,0.3282,23024.51
8,Travel,19584,1672.84,0.9146,0.0854,14017.79
5,Shopping,135693,8528.25,0.9372,0.0628,88285.8
8,Groceries,129135,21535.49,0.8332,0.1668,85632.55
7,Rent,67967,15930.61,0.7656,0.2344,44981.81
12,Rent,35771,17190.29,0.5194,0.4806,26426.53
8,Food,29364,4673.65,0.8408,0.1592,19280.62
7,Rent,17313,7444.46,0.57,0.43,11940.58
10,Food,28525,2356.29,0.9174,0.0826,21171.36
1,Shopping,15630,1187.54,0.924,0.076,10339.77
3,Medical,197193,11882.2,0.9397,0.0603,133773.01
3,Food,88106,10940.43,0.8758,0.1242,60877.25
3,Food,17813,3697.64,0.7924,0.2076,11923.18
11,Shopping,33868,4966.97,0.8533,0.1467,25433.62
11,Entertainment,325649,19546.61,0.94,0.06,229857.24
6,Food,51888,5576.78,0.8925,0.1075,33959.66
3,Travel,37697,2417.47,0.9359,0.0641,25307.89
9,Travel,45948,5973.28,0.87,0.13,32505.42
7,Medical,184032,13725.18,0.9254,0.0746,132030.75
6,Travel,270851,11658.13,0.957,0.043,178145.75
6,Travel,80187,2820.86,0.9648,0.0352,55245.81
8,Travel,135949,16835.14,0.8762,0.1238,93424.93
8,Bills,217652,10968.65,0.9496,0.0504,142957.59
2,Medical,124749,6056.04,0.9515,0.0485,89319.17
1,Entertainment,252707,7870.04,0.9689,0.0311,173205.27
12,Travel,485260,23716.81,0.9511,0.0489,366738.09
6,Travel,46655,8284.76,0.8224,0.1776,30821.42
6,Medical,73841,1999.16,0.9729,0.0271,51831.71
11,Rent,201694,44987.96,0.7769,0.2231,150256.02
4,Rent,15517,6324.71,0.5924,0.4076,10670.25
4,Bills,55983,6580.89,0.8824,0.1176,39918.31
8,Shopping,86661,6715.37,0.9225,0.0775,60404.25
6,Investment,348714,15179.24,0.9565,0.0435,236832.38
2,Medical,36037,1708.11,0.9526,0.0474,24231.01
6,Investment,210077,43376.9,0.7935,0.2065,144310.34
5,Food,39294,6611.54,0.8317,0.1683,25748.1
7,Travel,18948,3154.96,0.8335,0.1665,13150.89
5,Entertainment,49691,2966.64,0.9403,0.0597,33725.42
6,Groceries,167688,15228.85,0.9092,0.0908,110540.77
2,Travel,139010,5684.36,0.9591,0.0409,98177.56
6,Groceries,28140,4751.52,0.8311,0.1689,19652.58
2,Shopping,30664,2782.63,0.9093,0.0907,21333.4
3,Groceries,55199,4542.39,0.9177,0.0823,36064.67
8,Entertainment,111232,7745.41,0.9304,0.0696,76726.72
4,Entertainment,251607,17357.3,0.931,0.069,165425.15
8,Shopping,163850,10115.91,0.9383,0.0617,108417.87
4,Groceries,127720,16018.87,0.8746,0.1254,90524.22
10,Entertainment,100925,8611.22,0.9147,0.0853,73123.5
7,Investment,77424,10747.6,0.8612,0.1388,52309.21
4,Travel,59728,7912.32,0.8675,0.1325,40445.35
11,Shopping,30284,4772.03,0.8424,0.1576,22276.34
12,Bills,198453,15212.28,0.9233,0.0767,140456.76
6,Medical,286034,20761.77,0.9274,0.0726,192861.38
10,Travel,267376,23915.96,0.9106,0.0894,188108.06
4,Groceries,317382,27767.14,0.9125,0.0875,216585.61
10,Bills,24274,2415.7,0.9005,0.0995,17556.52
6,Groceries,41070,5129.4,0.8751,0.1249,27263.83
12,Food,193710,15330.86,0.9209,0.0791,135542.9
6,Medical,434311,13670.53,0.9685,0.0315,298556.23
10,Shopping,32679,2305.93,0.9294,0.0706,23091.3
10,Medical,81044,3990.47,0.9508,0.0492,56178.89
9,Entertainment,63353,2531.22,0.96,0.04,41364.68
7,Rent,142214,29047.76,0.7957,0.2043,100588.62
9,Entertainment,474678,13040.85,0.9725,0.0275,338561.63
11,Investment,107383,23329.75,0.7827,0.2173,80013.47
10,Rent,174487,68825.15,0.6056,0.3944,126343.27
3,Travel,57951,8010.01,0.8618,0.1382,40936.2
5,Shopping,287110,27803.58,0.9032,0.0968,186931.71
12,Medical,38239,2768.03,0.9276,0.0724,28415.74
9,Entertainment,148672,5107.1,0.9656,0.0344,99026.31
7,Investment,49349,3488.12,0.9293,0.0707,33407.79
5,Food,39887,4287.01,0.8925,0.1075,28397.49
12,Investment,61791,10346.28,0.8326,0.1674,44958.11
7,Medical,72389,6057.92,0.9163,0.0837,49858.62
2,Food,37614,4101.39,0.891,0.109,26566.97
3,Rent,41692,13999.43,0.6642,0.3358,28571.43
10,Entertainment,38475,2506.19,0.9349,0.0651,29175.21
6,Groceries,87515,16238.79,0.8144,0.1856,60973.93
10,Investment,435275,108267.58,0.7513,0.2487,327473.15
11,Entertainment,20216,2290.33,0.8867,0.1133,14239.21
1,Rent,151917,23447.42,0.8457,0.1543,103525.1
6,Food,59785,4330.32,0.9276,0.0724,42291.04
5,Investment,25814,2844.88,0.8898,0.1102,17229.57
4,Investment,418918,40891.25,0.9024,0.0976,277763.58
6,Rent,27896,6961.67,0.7504,0.2496,18894.35
8,Entertainment,15024,755.4,0.9497,0.0503,10361.2
5,Groceries,53140,7646.05,0.8561,0.1439,34787.69
5,Food,75690,11255.42,0.8513,0.1487,53614.57
2,Investment,28213,6731.92,0.7614,0.2386,19955.9
12,Travel,271102,23468.96,0.9134,0.0866,195718.66
2,Food,32844,5022.04,0.8471,0.1529,22926.77
5,Investment,44034,2480.35,0.9437,0.0563,31225.25
8,Travel,35544,2330.01,0.9344,0.0656,25280.7
10,Travel,15272,840.29,0.945,0.055,11189.18
6,Medical,35792,2570.65,0.9282,0.0718,24895.26
7,Entertainment,44519,5127.8,0.8848,0.1152,29692.92
4,Groceries,100653,16647.72,0.8346,0.1654,71637.62
9,Shopping,20980,2616.58,0.8753,0.1247,13980.97
8,Rent,419560,124358.47,0.7036,0.2964,274711.78
9,Medical,171410,9733.94,0.9432,0.0568,119377.68
1,Investment,48092,3469.5,0.9279,0.0721,32983.51
12,Medical,114928,7153.22,0.9378,0.0622,77652.49
10,Investment,16556,4484.25,0.7291,0.2709,12034.96
5,Food,20148,4926.68,0.7555,0.2445,14047.95
1,Entertainment,20247,1478.81,0.927,0.073,13287.84
5,Groceries,93821,8440.01,0.91,0.09,64948.36
9,Medical,19346,579.53,0.97,0.03,13100.47
9,Medical,147043,9150.28,0.9378,0.0622,105236.45
5,Shopping,66048,10660.08,0.8386,0.1614,45610.67
10,Shopping,427785,49083.22,0.8853,0.1147,300250.37
2,Travel,21719,4329.18,0.8007,0.1993,15415.52
6,Food,122842,14890.34,0.8788,0.1212,82739.67
1,Food,40548,4449.79,0.8903,0.1097,27347.74
6,Entertainment,33965,884.18,0.974,0.026,23322.19
10,Travel,23539,1962.0,0.9166,0.0834,16317.09
11,Shopping,17131,1739.6,0.8985,0.1015,12644.59
2,Investment,16920,1510.86,0.9107,0.0893,11098.54
6,Groceries,333069,42169.98,0.8734,0.1266,233561.75
1,Rent,19547,5564.83,0.7153,0.2847,13615.6
2,Shopping,139610,13537.28,0.903,0.097,91338.29
10,Rent,405745,81342.74,0.7995,0.2005,293834.9
7,Medical,53748,2060.71,0.9617,0.0383,35815.13
3,Medical,142751,6589.92,0.9538,0.0462,94778.8
3,Food,104740,11348.33,0.8917,0.1083,71599.78
3,Shopping,39886,1363.03,0.9658,0.0342,28337.24
1,Food,427176,43667.42,0.8978,0.1022,280843.34
7,Bills,35349,3297.95,0.9067,0.0933,25268.07
3,Medical,108501,3002.26,0.9723,0.0277,71327.11
12,Entertainment,46746,5494.92,0.8825,0.1175,33590.28
12,Shopping,99597,6309.85,0.9366,0.0634,69515.32
7,Shopping,20977,2794.17,0.8668,0.1332,14710.44
3,Food,489385,24212.87,0.9505,0.0495,336881.3
2,Food,87867,13658.6,0.8446,0.1554,59546.27
2,Bills,69073,4586.14,0.9336,0.0664,49632.96
1,Food,484474,62878.86,0.8702,0.1298,339198.44
12,Entertainment,158537,20166.09,0.8728,0.1272,115756.76
10,Shopping,17915,2988.99,0.8332,0.1668,13762.23
4,Shopping,15962,2745.16,0.828,0.172,10558.1
7,Medical,173235,8102.56,0.9532,0.0468,113028.17
10,Shopping,205245,28208.75,0.8626,0.1374,142410.83
7,Travel,145899,13186.44,0.9096,0.0904,101990.87
10,Groceries,495138,52713.84,0.8935,0.1065,338081.31
5,Bills,16779,1100.48,0.9344,0.0656,11627.87
11,Shopping,15876,1158.47,0.927,0.073,11283.15
8,Groceries,93664,13347.83,0.8575,0.1425,67349.95
12,Travel,20661,2561.77,0.876,0.124,14546.96
1,Food,60296,7567.83,0.8745,0.1255,43039.25
9,Investment,70157,20806.55,0.7034,0.2966,45906.77
12,Rent,121131,35361.19,0.7081,0.2919,84911.37
7,Investment,455698,52475.77,0.8848,0.1152,323305.33
6,Medical,17314,783.37,0.9548,0.0452,11815.92
8,Medical,36254,3668.65,0.8988,0.1012,26077.7
3,Travel,197540,27302.04,0.8618,0.1382,129157.32
7,Rent,195848,43364.13,0.7786,0.2214,133463.54
2,Medical,341991,12172.06,0.9644,0.0356,226469.7
1,Travel,20292,2476.87,0.8779,0.1221,13419.96
8,Entertainment,24434,1478.37,0.9395,0.0605,17484.38
2,Medical,85508,3988.77,0.9534,0.0466,58803.8
8,Food,194947,16945.33,0.9131,0.0869,134194.51
8,Rent,35809,10052.81,0.7193,0.2807,23569.49
5,Travel,59475,7140.93,0.8799,0.1201,42477.67
4,Travel,29633,1027.33,0.9653,0.0347,20556.46
12,Food,311787,18936.38,0.9393,0.0607,222000.09
6,Food,50438,3943.28,0.9218,0.0782,35418.87
12,Rent,95184,26281.81,0.7239,0.2761,70440.29
6,Medical,75954,4995.99,0.9342,0.0658,50218.12
9,Travel,89669,18460.58,0.7941,0.2059,63097.91
6,Rent,116961,31166.84,0.7335,0.2665,78054.67
5,Shopping,137983,4462.28,0.9677,0.0323,97851.05
6,Food,40797,3365.12,0.9175,0.0825,26634.75
8,Investment,37029,9774.31,0.736,0.264,24417.07
3,Food,15533,2824.6,0.8182,0.1818,10168.6
11,Groceries,176201,35951.38,0.796,0.204,124761.22
3,Medical,46806,3454.23,0.9262,0.0738,32993.83
10,Entertainment,146307,4725.44,0.9677,0.0323,102303.65
2,Travel,81729,15655.25,0.8084,0.1916,58147.71
11,Rent,16474,3849.57,0.7663,0.2337,11862.45
12,Medical,22487,1918.42,0.9147,0.0853,15778.59
12,Travel,22934,4283.05,0.8132,0.1868,16547.17
9,Groceries,61505,8234.1,0.8661,0.1339,43701.85
11,Groceries,137806,22312.95,0.8381,0.1619,99583.84
12,Bills,140013,13640.39,0.9026,0.0974,104079.48
7,Investment,42003,10084.5,0.7599,0.2401,29011.65
3,Rent,15003,6283.93,0.5812,0.4188,10401.48
11,Rent,389556,119345.06,0.6936,0.3064,292435.68
5,Investment,16415,2097.92,0.8722,0.1278,11700.5
7,Groceries,180348,9044.66,0.9498,0.0502,124147.38
2,Groceries,15013,1502.46,0.8999,0.1001,9966.63
3,Investment,22479,5464.01,0.7569,0.2431,15180.74
1,Investment,81198,10610.15,0.8693,0.1307,55368.55
4,Medical,91538,9211.2,0.8994,0.1006,60043.71
10,Groceries,252156,36631.5,0.8547,0.1453,179442.77
7,Shopping,23604,2609.61,0.8894,0.1106,16766.74
2,Bills,67194,6002.44,0.9107,0.0893,43700.38
11,Travel,104938,3672.3,0.965,0.035,78016.99
9,Investment,33805,5863.35,0.8266,0.1734,23289.17
4,Investment,36267,6618.34,0.8175,0.1825,24611.11
4,Travel,433913,17909.0,0.9587,0.0413,304085.63
7,Shopping,250036,24011.19,0.904,0.096,172922.56
6,Shopping,413808,39362.74,0.9049,0.0951,297372.87
8,Travel,22249,2244.63,0.8991,0.1009,14897.02
8,Rent,61744,20013.92,0.6759,0.3241,41385.69
4,Bills,81699,4805.65,0.9412,0.0588,55962.84
5,Medical,26190,569.26,0.9783,0.0217,18262.05
9,Entertainment,41179,1417.93,0.9656,0.0344,28458.63
7,Shopping,196968,7496.99,0.9619,0.0381,137824.57
4,Travel,304344,22092.13,0.9274,0.0726,212432.18
4,Entertainment,346160,24971.23,0.9279,0.0721,243892.83
8,Travel,22181,5390.45,0.757,0.243,15431.57
4,Shopping,396890,15905.15,0.9599,0.0401,276222.53
5,Groceries,380688,30849.92,0.919,0.081,259248.63
4,Investment,23003,1481.27,0.9356,0.0644,15308.15
11,Medical,35765,1288.55,0.964,0.036,24378.85
4,Entertainment,138299,7067.91,0.9489,0.0511,92273.47
8,Medical,185417,12672.12,0.9317,0.0683,130662.13
9,Entertainment,177382,10547.33,0.9405,0.0595,115933.92
3,Entertainment,129511,9099.38,0.9297,0.0703,88926.91
10,Shopping,180849,22536.49,0.8754,0.1246,123039.93
2,Shopping,99312,3896.41,0.9608,0.0392,68397.48
9,Bills,371814,34363.96,0.9076,0.0924,262336.33
9,Travel,51435,3247.44,0.9369,0.0631,36491.95
3,Food,174497,18052.9,0.8965,0.1035,119254.67
2,Groceries,202354,15897.71,0.9214,0.0786,132634.07
11,Investment,492817,31117.86,0.9369,0.0631,362660.9
1,Bills,409151,42027.77,0.8973,0.1027,283457.88
5,Groceries,29189,3891.88,0.8667,0.1333,20413.11
12,Shopping,51118,8707.33,0.8297,0.1703,37572.7
3,Investment,21377,4901.29,0.7707,0.2293,15293.97
2,Travel,82121,6351.58,0.9227,0.0773,58092.58
10,Rent,22420,8039.79,0.6414,0.3586,16051.97
4,Shopping,72918,5051.28,0.9307,0.0693,48272.61
9,Shopping,95686,10116.91,0.8943,0.1057,65343.25
11,Shopping,64106,7404.43,0.8845,0.1155,45019.11
3,Bills,151768,13943.02,0.9081,0.0919,99306.79
9,Travel,16128,2804.68,0.8261,0.1739,10647.67
9,Travel,58276,4454.52,0.9236,0.0764,40008.42
7,Investment,185342,31262.9,0.8313,0.1687,131141.5
7,Medical,380835,15341.93,0.9597,0.0403,259837.95
9,Investment,29550,8255.83,0.7206,0.2794,20903.11
2,Bills,427142,31254.46,0.9268,0.0732,295635.27
11,Travel,127632,10204.99,0.92,0.08,95784.01
8,Entertainment,384019,18948.12,0.9507,0.0493,270772.78
3,Travel,362729,42076.1,0.884,0.116,240717.03
12,Medical,393101,40872.07,0.896,0.104,277156.71
6,Rent,64781,17452.52,0.7306,0.2694,46342.06
2,Entertainment,44340,2167.38,0.9511,0.0489,31100.3
5,Rent,66045,23714.95,0.6409,0.3591,43938.91
11,Groceries,29618,5063.18,0.8291,0.1709,20543.86
8,Food,115258,14126.43,0.8774,0.1226,75914.79
12,Rent,85347,23535.08,0.7242,0.2758,61878.95
10,Shopping,383464,39406.07,0.8972,0.1028,282783.58
8,Rent,15424,4649.0,0.6986,0.3014,10400.76
11,Bills,95024,8916.66,0.9062,0.0938,70092.71
9,Shopping,29493,3496.08,0.8815,0.1185,19239.2
12,Bills,78948,8352.31,0.8942,0.1058,56775.64
1,Travel,51110,3098.39,0.9394,0.0606,34685.61
10,Entertainment,90467,8200.34,0.9094,0.0906,64193.23
5,Shopping,21341,1722.14,0.9193,0.0807,13972.93
5,Medical,197894,10073.29,0.9491,0.0509,128912.34
12,Medical,102103,2794.37,0.9726,0.0274,70870.52
5,Groceries,23272,4237.72,0.8179,0.1821,15921.58
11,Entertainment,141677,7476.33,0.9472,0.0528,105310.9
3,Bills,175136,11231.15,0.9359,0.0641,120619.76
7,Food,101806,7682.63,0.9245,0.0755,72134.9
